identity,scopus_id,all_scopus_ids,metadata_scopus_id,doi,title,year,journal,source_id,authids,first_authid,last_authid,byline_complete,n_authors,byline_issue,metadata_source,metadata_retrieved_at,current_raw,original_query,narrower_query,current_published_credited,current_local_phrase_verified
doi:10.1177/1940161220940964,85088378640,85088378640,85088378640,10.1177/1940161220940964,"#PolarizedFeeds: Three Experiments on Polarization, Framing, and Social Media",2021,International Journal of Press Politics,10300153306,23967956500|35723707800|16230722200|57203557274,23967956500,57203557274,true,4,,private/cache/search/6d91ab6b9b9dc173d325640d29a642dab3a564f69c5ca2cb291244532b264db4.json,2026-09-08T09:40:10.585526+00:00,true,true,true,true,true
doi:10.1177/19401612211008430,85105505729,85105505729,85105505729,10.1177/19401612211008430,"Migrants, Caravans, and the Impact of News Photos on Immigration Attitudes",2023,International Journal of Press Politics,10300153306,57223292263|6701480135,57223292263,6701480135,true,2,,private/cache/search/f074e26c81a8006debb1282ec5bdd3723bc4fe6d5e42dcf7976b2c87f16adba1.json,2026-09-08T09:41:01.184945+00:00,true,true,true,true,true
doi:10.1177/19401612211025499,85107877075,85107877075,85107877075,10.1177/19401612211025499,No Gender Bias in Audience Perceptions of Male and Female Experts in the News: Equally Competent and Persuasive,2023,International Journal of Press Politics,10300153306,57224541624|57224542478|25224644900|8111398100,57224541624,8111398100,true,4,,private/cache/query_revision_2026_09_10/c368314aaf1d4d96fc60c8c503be59dd5cd853ac7e62090d899f05593dd043ca.json,2026-09-10T11:01:59.520091+00:00,true,true,true,true,true
doi:10.1177/19401612211050889,85118767023,85118767023,85118767023,10.1177/19401612211050889,Messaging “en Español”: The Impact of Spanish Language on Linked Fate Among Bilingual Latinos,2023,International Journal of Press Politics,10300153306,57194540144,57194540144,57194540144,true,1,,private/cache/search/dbc810cf339d220edfb6793493e55b4acc04b6ae61475099061ec3d6a78153a7.json,2026-09-08T09:40:24.196586+00:00,true,true,true,true,true
doi:10.1177/19401612211072697,85122780387,85122780387,85122780387,10.1177/19401612211072697,The Intersection of Candidate Gender and Ethnicity: How Voters Respond to Campaign Messages from Latinas,2023,International Journal of Press Politics,10300153306,57204976426|54881904100,57204976426,54881904100,true,2,,private/cache/search/7c0c612bbf1398057363744bfd628e31c91e01b5037ce207c7fe57aca2294808.json,2026-09-08T09:40:11.763162+00:00,true,true,true,true,true
doi:10.1177/19401612221082063,85125283266,85125283266,85125283266,10.1177/19401612221082063,Ideology Matters: The Influence of Competing Message Framings on Public Attitudes toward Humanitarian Interventions,2024,International Journal of Press Politics,10300153306,55867463800|55440425100,55867463800,55440425100,true,2,,private/cache/query_revision_2026_09_10/ed2f6de90130f196e5f32498aabece82482d7ce5af1e7d6e4077240f8e058773.json,2026-09-10T11:02:07.831147+00:00,true,true,true,true,true
doi:10.1177/19401612221086907,85126719167,85126719167,85126719167,10.1177/19401612221086907,Motivated Mobilization: The Role of Emotions in the Processing of Poll Messages,2024,International Journal of Press Politics,10300153306,36642717600|57103068500,36642717600,57103068500,true,2,,private/query_rankings_2026_09_10/requests/e5c6024d873e8120ebbac6591723f2b059034ea0368d54a3b5c1088f2885f9ff.json,2026-09-10T14:05:10.208327+00:00,false,true,true,false,
doi:10.1177/19401612221087181,85126606454,85126606454,85126606454,10.1177/19401612221087181,Poll Wars: Perceptions of Poll Credibility and Voting Behaviour,2024,International Journal of Press Politics,10300153306,57215653867,57215653867,57215653867,true,1,,private/cache/search/2e82c28e2abd7ff29359bc205d7daba36147484ec7f36bc3c649afd2aaf34b16.json,2026-09-08T09:41:39.773252+00:00,true,true,true,true,true
doi:10.1177/19401612221111997,85133615779,85133615779,85133615779,10.1177/19401612221111997,"Trump Lies, Truth Dies? Epistemic Crisis and the Effect of False Balance Reporting on Beliefs About Voter Fraud",2024,International Journal of Press Politics,10300153306,57203435323|57216299795,57203435323,57216299795,true,2,,private/cache/search/080708d801a8c3f55c833f3671306d93ed2a1118ab5907982de61ff091f1234d.json,2026-09-08T09:41:05.661618+00:00,true,true,true,true,true
doi:10.1177/19401612221132719,85139930352,85139930352,85139930352,10.1177/19401612221132719,Compromise-Building in the Spotlight of the Media? Individual and Situational Influences on the Self-Mediatization of Parliamentary Negotiations,2024,International Journal of Press Politics,10300153306,57930175800,57930175800,57930175800,true,1,,private/cache/search/415d70a2b0cf9c0aa79c2d8c8e4ad69750eefed5b9e8b39e0b8a34f07646bc0b.json,2026-09-08T09:56:37.508778+00:00,true,true,true,true,true
doi:10.1177/19401612241233543,85187114711,85187114711,85187114711,10.1177/19401612241233543,Source Matters? Exploring the Effects of Source Congeniality on Corrections of False Information on Twitter,2025,International Journal of Press Politics,10300153306,57223877607|23102569900,57223877607,23102569900,true,2,,private/cache/search/552906577f5da0ccabdcfd30d76bbf630aed46bade68faa36a2cfc3a39121dc0.json,2026-09-08T09:41:50.781981+00:00,true,true,true,true,true
doi:10.1177/19401612241242431,85190468435,85190468435,85190468435,10.1177/19401612241242431,The Influence of Sexism and Incivility in WhatsApp Political Discussions on Affective Polarization: Evidence from a 2022 Multi-Party Election in India,2025,International Journal of Press Politics,10300153306,36642717600|57103068500|57201720727,36642717600,57201720727,true,3,,private/cache/search/bab4e8f28a3fd24c304feb7e9ab3ed1612be17a6ad425247b8c3f69f0047dbc4.json,2026-09-08T09:41:07.489214+00:00,true,true,true,true,true
doi:10.1177/19401612241263192,85200053212,85200053212,85200053212,10.1177/19401612241263192,How Much Tailoring is too Much? Voter Backlash on Highly Tailored Campaign Messages,2025,International Journal of Press Politics,10300153306,57221967633,57221967633,57221967633,true,1,,private/cache/search/bcdec92c498aa9bbea6ecb9a967b28e276f5b2cf0033fbb96e6d7cd1738f49cc.json,2026-09-08T09:56:38.595660+00:00,true,true,true,true,true
doi:10.1177/19401612241277137,85205303340,85205303340,85205303340,10.1177/19401612241277137,"How Does Topical Diversity Affect Source Credibility? Fact-Checking Coverage of Politics, Science, and Popular Culture",2026,International Journal of Press Politics,10300153306,58843429200,58843429200,58843429200,true,1,,private/cache/search/9c44b987d16ee68e3e109c0f52c9695d8ed2bbeef141666bf0daa74531fda5d9.json,2026-09-08T09:41:43.709430+00:00,true,true,true,true,true
doi:10.1177/19401612241308697,85213841243,85213841243,85213841243,10.1177/19401612241308697,“Or They Could Just Not Use It?”: The Dilemma of AI Disclosure for Audience Trust in News,2025,International Journal of Press Politics,10300153306,57203164799|57203119889,57203164799,57203119889,true,2,,private/query_rankings_2026_09_10/requests/580f42a2accf06fcecb1cce30712da0fff9f4f6d045ad5a5417df051b47f9dcb.json,2026-09-10T14:05:17.002807+00:00,false,true,true,false,
doi:10.1177/19401612251376808,105019539379,105019539379,105019539379,10.1177/19401612251376808,"Negative Campaigns, Negative Votes? Meanings of Voting and Political Campaigns",2025,International Journal of Press Politics,10300153306,57197771532|56576101200|56719669600,57197771532,56719669600,true,3,,private/cache/search/f3b2275699c4490140ab815fb8cc4d73bb9b3593cb2d24bd428662b3b18ddfe8.json,2026-09-08T09:42:01.480908+00:00,true,true,true,true,true
doi:10.1177/19401612261431042,105034780090,105034780090,105034780090,10.1177/19401612261431042,Evaluating the Impact of China’s “Wolf Warrior Diplomacy” in East Asia: An Experimental Approach,2026,International Journal of Press Politics,10300153306,57215653238|55724328400|59696273800,57215653238,59696273800,true,3,,private/cache/search/0c86a4c1bf2f279bfc70c243e5451a68c8ec3b524f164558991df6bca1532b52.json,2026-09-08T09:42:12.185185+00:00,true,true,true,true,true
doi:10.1177/1948550611420886,84859227431,84859227431,84859227431,10.1177/1948550611420886,Attachment anxiety uniquely predicts regret proneness in close relationship contexts,2012,Social Psychological and Personality Science,19900193555,36760833600|8742092800|6603336784,36760833600,6603336784,true,3,,private/cache/query_revision_2026_09_10/878a39ea64e2bd5dd5ba5757bf45adf9a1dce2461c76f8440d28467a71b40846.json,2026-09-10T11:02:32.511750+00:00,false,true,true,false,
doi:10.1177/1948550617708016,85041371053,85041371053,85041371053,10.1177/1948550617708016,The Struggle Over Political Power: Evaluating Immigrants’ Political Party Representation,2018,Social Psychological and Personality Science,19900193555,7006059165,7006059165,7006059165,true,1,,private/cache/search/35eccc49df713a557fd4f009776f0983123df2f520ea9f12d5c2d4dcfdb4de98.json,2026-09-08T09:39:43.314541+00:00,true,true,true,true,true
doi:10.1177/1948550617731500,85041317810,85041317810,85041317810,10.1177/1948550617731500,Science Denial Across the Political Divide: Liberals and Conservatives Are Similarly Motivated to Deny Attitude-Inconsistent Science,2018,Social Psychological and Personality Science,19900193555,56417469200|6701806872,56417469200,6701806872,true,2,,private/cache/query_revision_2026_09_10/d8bc3ca138f70a5f113660ad835226b959b5ceb16340394a9203bef7d8a45602.json,2026-09-10T11:02:21.518075+00:00,false,true,true,false,
doi:10.1177/1948550619876631,85074414610,85074414610,85074414610,10.1177/1948550619876631,Exposure to Wartime Trauma Decreases Positive Emotions and Altruism Toward Rival Out-Groups (But Not Nonrival Out-Groups): A Survey Experiment in a Field Setting Among Syrian Refugees,2020,Social Psychological and Personality Science,19900193555,34879911700|57061885000,34879911700,57061885000,true,2,,private/cache/search/27bcd0e85907c43f410902915698ae72e9769f858364eb3ed31cbed3609497d9.json,2026-09-08T09:40:06.988561+00:00,true,true,true,true,true
doi:10.1177/1948550620971086,85096835102,85096835102,85096835102,10.1177/1948550620971086,Unjustifiably Irresponsible: The Effects of Social Roles on Attributions of Intent,2021,Social Psychological and Personality Science,19900193555,57220087786|16425076400|55921919700,57220087786,55921919700,true,3,,private/cache/search/af69429df03a9ab0ff72091d29f33817c8c8076584e5dac2948e5fbbb30769cf.json,2026-09-08T09:39:55.034673+00:00,true,true,true,true,true
doi:10.1177/19485506211063259,85122099800,85122099800,85122099800,10.1177/19485506211063259,"Should I Ask Over Zoom, Phone, Email, or In-Person? Communication Channel and Predicted Versus Actual Compliance",2022,Social Psychological and Personality Science,19900193555,56032655700|35306670500,56032655700,35306670500,true,2,,private/cache/search/c80bd4c03128873169446b0172d4e2a28ce7479d0bd78cdb94c4229f43b3c161.json,2026-09-08T09:40:06.586404+00:00,true,true,true,true,true
doi:10.1177/19485506231180650,85162677133,85162677133,85162677133,10.1177/19485506231180650,Manifold Threats to White Identity and Their Political Effects on White Partisans,2024,Social Psychological and Personality Science,19900193555,35183713000|59833512900|57254141400|58339079900|58339737300|58339737400|58337074800,35183713000,58337074800,true,7,,private/cache/search/9f8630dc61952b84de9c3bb1183e1539ac99ad3494d03a9e718bf1e9bcacca59.json,2026-09-08T09:40:51.702724+00:00,true,true,true,true,true
doi:10.1177/2050157918819616,85061579270,85061579270,85061579270,10.1177/2050157918819616,Default effects in app selection: German adolescents’ tendency to adhere to privacy or social relatedness features in smartphone apps,2020,Mobile Media and Communication,21100788289,55521585200|55507742300,55521585200,55507742300,true,2,,private/cache/query_revision_2026_09_10/124849b103c66afbb37d4ad94a07b8fbda73e2daf4018b7a0fe3f1d6ca27d1e8.json,2026-09-10T11:22:56.866889+00:00,false,true,true,false,
doi:10.1177/2050640614558344,85006220618,85006220618,85006220618,10.1177/2050640614558344,"An exploration of the barriers to the confident diagnosis of irritable bowel syndrome: A survey among general practitioners, gastroenterologists and experts in five European countries",2015,United European Gastroenterology Journal,21100428409,13805283000|35243963700|57197316011|36157649300,13805283000,36157649300,true,4,,private/query_rankings_2026_09_10/requests/c53d6a982594ff95eb97d6b048ce818c1b90a0b0248f4c044b09ee49539aeb3b.json,2026-09-10T14:04:59.387286+00:00,false,true,true,false,
doi:10.1177/2053168014536533,84998915284,84998915284,84998915284,10.1177/2053168014536533,Flying under the radar: A study of public attitudes towards unmanned aerial vehicles,2014,Research and Politics,21100865122,35725744600,35725744600,35725744600,true,1,,private/cache/search/1ebf41bf0435f87682abbb592470066266983e8d9269a6fcfa780f80ae719af0.json,2026-09-09T07:53:05.032997+00:00,true,true,true,true,true
doi:10.1177/2053168014545414,84995550345,84995550345,84995550345,10.1177/2053168014545414,The consequences of political innumeracy,2014,Research and Politics,21100865122,7103067472|22981796700,7103067472,22981796700,true,2,,private/cache/search/1ebf41bf0435f87682abbb592470066266983e8d9269a6fcfa780f80ae719af0.json,2026-09-09T07:53:05.032997+00:00,true,true,true,true,true
doi:10.1177/2053168015570996,85026189907,85026189907,85026189907,10.1177/2053168015570996,Inferential selection bias in a study of racial bias: Revisiting ‘working twice as hard to get half as far’,2015,Research and Politics,21100865122,36919720500,36919720500,36919720500,true,1,,private/cache/search/b236fbfc72182d6dd9401fef6a4325d75d978279ad896fd62a855549432fb4f5.json,2026-09-09T07:53:10.474108+00:00,true,true,true,true,true
doi:10.1177/2053168015606749,85048423364,85048423364,85048423364,10.1177/2053168015606749,Political accountability and autonomous weapons,2015,Research and Politics,21100865122,7404416252,7404416252,7404416252,true,1,,private/cache/search/7c2681e62c82efdeab89aea1e8943ffb667e36b694cd68d906c93cc9b6e412d3.json,2026-09-09T07:53:03.747313+00:00,true,true,true,true,true
doi:10.1177/2053168015627183,84998818063,84998818063,84998818063,10.1177/2053168015627183,Public opinion and the politics of the killer robots debate,2016,Research and Politics,21100865122,57213255726,57213255726,57213255726,true,1,,private/cache/search/326c782f89c7ab192e95bc9854982b2464c0fad3990571edbcd23fd1a79b0733.json,2026-09-08T09:39:44.652207+00:00,true,true,true,true,true
doi:10.1177/2053168016636413,84995455125,84995455125,84995455125,10.1177/2053168016636413,"International law, constitutional law, and public support for torture",2016,Research and Politics,21100865122,38660898600|54279573600,38660898600,54279573600,true,2,,private/cache/search/326c782f89c7ab192e95bc9854982b2464c0fad3990571edbcd23fd1a79b0733.json,2026-09-08T09:39:44.652207+00:00,true,true,true,true,true
doi:10.1177/2053168016645136,85048772792,85048772792,85048772792,10.1177/2053168016645136,Punishing personal and electoral corruption: Experimental evidence from India,2016,Research and Politics,21100865122,34969687200,34969687200,34969687200,true,1,,private/cache/search/da8782be5a29a8e28ffded82b409173d7879f5b6c7d276df2a216c3aee63fb12.json,2026-09-08T09:39:37.834301+00:00,true,true,true,true,true
doi:10.1177/2053168016654326,85048745799,85048745799,85048745799,10.1177/2053168016654326,Exploring the difference in participants’ factual knowledge between online and in-person survey modes,2016,Research and Politics,21100865122,55461249300,55461249300,55461249300,true,1,,private/cache/search/da8782be5a29a8e28ffded82b409173d7879f5b6c7d276df2a216c3aee63fb12.json,2026-09-08T09:39:37.834301+00:00,true,true,true,true,true
doi:10.1177/2053168016669743,85041535051,85041535051,85041535051,10.1177/2053168016669743,Extremism in survey measures of ideology,2016,Research and Politics,21100865122,56377492000|55774382000,56377492000,55774382000,true,2,,private/cache/search/7fb430177193c738b05ff2fadf4958911bf14d8a9a3209321aa0f3fb735ae37a.json,2026-09-08T09:39:36.184183+00:00,true,true,true,true,true
doi:10.1177/2053168017702988,85048784398,85048784398,85048784398,10.1177/2053168017702988,How combining framing strategies affects human rights micromobilization,2017,Research and Politics,21100865122,56709575300|26032609100|9635533100,56709575300,9635533100,true,3,,private/cache/search/57799189c171117db2f071420d4d42290cf06ce945998e1d0f99c571b6de1a0a.json,2026-09-08T09:39:40.212094+00:00,true,true,true,true,true
doi:10.1177/2053168017753862,85048763940,85048763940,85048763940,10.1177/2053168017753862,Black and white discrimination in the united states: Evidence from an archive of survey experiment studies,2018,Research and Politics,21100865122,36919720500,36919720500,36919720500,true,1,,private/cache/search/4f6a1835251f39b5e46ff034332841ea2f51b5abfc310de0e2597c696be5513d.json,2026-09-08T09:39:48.718409+00:00,true,true,true,true,true
doi:10.1177/2053168018781748,85048843549,85048843549,85048843549,10.1177/2053168018781748,Assessing the contextual stability of moral foundations: Evidence from a survey experiment,2018,Research and Politics,21100865122,56211230100,56211230100,56211230100,true,1,,private/cache/search/35eccc49df713a557fd4f009776f0983123df2f520ea9f12d5c2d4dcfdb4de98.json,2026-09-08T09:39:43.314541+00:00,true,true,true,true,true
doi:10.1177/2053168018784503,85053924703,85053924703,85053924703,10.1177/2053168018784503,Revisiting the labor market competition hypothesis in a comparative perspective: Does retirement affect opinion about immigration?,2018,Research and Politics,21100865122,57199170444,57199170444,57199170444,true,1,,private/cache/search/da7368cfec0dedd26a6e5974cc6fe8857a2b176908d09e7b1cfac367bd5e8e26.json,2026-09-08T09:39:39.637921+00:00,true,true,true,true,true
doi:10.1177/2053168018785483,85053912540,85053912540,85053912540,10.1177/2053168018785483,Taking the time? Explaining effortful participation among low-cost online survey participants,2018,Research and Politics,21100865122,56964283000,56964283000,56964283000,true,1,,private/cache/search/da7368cfec0dedd26a6e5974cc6fe8857a2b176908d09e7b1cfac367bd5e8e26.json,2026-09-08T09:39:39.637921+00:00,true,true,true,true,true
doi:10.1177/2053168018794352,85053873561,85053873561,85053873561,10.1177/2053168018794352,Historical knowledge and national identity: Evidence from China,2018,Research and Politics,21100865122,55738296700|35976459600,55738296700,35976459600,true,2,,private/cache/search/b7258590e93d3ace510b336d3d3841984d0b5f89a84338abdad624f20a04d41a.json,2026-09-08T10:52:12.843868+00:00,true,true,true,true,true
doi:10.1177/2053168018795334,85053910872,85053910872,85053910872,10.1177/2053168018795334,"Race, crime, and emotions",2018,Research and Politics,21100865122,57200548862|56176705000,57200548862,56176705000,true,2,,private/cache/search/da7368cfec0dedd26a6e5974cc6fe8857a2b176908d09e7b1cfac367bd5e8e26.json,2026-09-08T09:39:39.637921+00:00,true,true,true,true,true
doi:10.1177/2053168018810077,85058785173,85058785173,85058785173,10.1177/2053168018810077,Secessionist social services reduce the public costs of civilian killings: Experimental evidence from the United States and the United Kingdom,2018,Research and Politics,21100865122,57190621988|57193279870,57190621988,57193279870,true,2,,private/cache/search/fbdfb84e6482fb2f51560845eddb1bfe1fb4da7f8c7dea4e318a2565d93b7a67.json,2026-09-08T09:39:34.587983+00:00,true,true,true,true,true
doi:10.1177/2053168018822174,85060859151,85060859151,85060859151,10.1177/2053168018822174,"Validating the demographic, political, psychological, and experimental results obtained from a new source of online survey respondents",2019,Research and Politics,21100865122,56590030100|57205631074,56590030100,57205631074,true,2,,private/cache/search/bd5c505d60f5f514b21b4bb8972bfee8673c33ff43ca9f222d1ca94530169fb6.json,2026-09-08T09:39:55.194046+00:00,true,true,true,true,true
doi:10.1177/2053168019858047,85068956976,85068956976,85068956976,10.1177/2053168019858047,Leadership credibility and support for US foreign policy: Experimental evidence from Japan,2019,Research and Politics,21100865122,56035353200,56035353200,56035353200,true,1,,private/cache/search/9642c9cfb717718503f57f0d94952031904bbedf533a62c2128b4f659142456c.json,2026-09-08T09:39:41.490580+00:00,true,true,true,true,true
doi:10.1177/2053168019858850,85068980948,85068980948,85068980948,10.1177/2053168019858850,"Person-positivity bias, social category labels, and attitudes toward gays and lesbians",2019,Research and Politics,21100865122,55258542600,55258542600,55258542600,true,1,,private/cache/search/9642c9cfb717718503f57f0d94952031904bbedf533a62c2128b4f659142456c.json,2026-09-08T09:39:41.490580+00:00,true,true,true,true,true
doi:10.1177/2053168019870351,85071722932,85071722932,85071722932,10.1177/2053168019870351,Counting the Pinocchios: The effect of summary fact-checking data on perceived accuracy and favorability of politicians,2019,Research and Politics,21100865122,57204509524|57210860398|58346202300|57210862276|57210863656|57210861136|57210860458|57210860449|57210862451|35759060800|57220706739|57210860688|57210861192|57210864713|57210860320|57210861621,57204509524,57210861621,true,16,,private/cache/search/e70b27c8a25d0ef1516533dbecc14fb1850815507e3e654b32b671afada4540b.json,2026-09-08T09:39:39.498460+00:00,true,true,true,true,true
doi:10.1177/2053168020929927,85089150205,85089150205,85089150205,10.1177/2053168020929927,Citizen preferences about border arrangements in divided societies: Evidence from a conjoint experiment in Northern Ireland,2020,Research and Politics,21100865122,6507568229|28867551100|20435686000|6504607017,6507568229,6504607017,true,4,,private/cache/search/af91f963c83a7949d87ad562d0975a45d1afd5a1e1819e70ee37cfcbbc600e0c.json,2026-09-08T09:58:31.169266+00:00,true,true,true,true,true
doi:10.1177/2053168020931693,85086566530,85086566530,85086566530,10.1177/2053168020931693,Learning about principles or prospects for success? An experimental analysis of information support for nonviolent resistance,2020,Research and Politics,21100865122,57192160432|57201906327,57192160432,57201906327,true,2,,private/cache/query_revision_2026_09_10/19047d4f7531c3a24caa3ccecce40a4067095310b76e1ea893b4806f4f173ada.json,2026-09-10T11:23:00.047346+00:00,false,true,true,false,
doi:10.1177/2053168020935250,85090051800,85090051800,85090051800,10.1177/2053168020935250,Camouflaged propaganda: A survey experiment on political native advertising,2020,Research and Politics,21100865122,57218686353|57191963066,57218686353,57191963066,true,2,,private/cache/search/e00785e8c29e36e879251f91f0a76fafea5c980e086223709188c725254f0c12.json,2026-09-08T09:40:01.689223+00:00,true,true,true,true,true
doi:10.1177/2053168020950080,85089815116,85089815116,85089815116,10.1177/2053168020950080,Heuristics and political accountability in complex governance: An experimental test,2020,Research and Politics,21100865122,7103022573|7003787305,7103022573,7003787305,true,2,,private/cache/search/e00785e8c29e36e879251f91f0a76fafea5c980e086223709188c725254f0c12.json,2026-09-08T09:40:01.689223+00:00,true,true,true,true,true
doi:10.1177/2053168020955106,85090902021,85090902021,85090902021,10.1177/2053168020955106,How do politicians respond to opinion polls? An experiment with Swedish politicians,2020,Research and Politics,21100865122,50263145000|55921903400,50263145000,55921903400,true,2,,private/cache/search/4687ce5e26cdfdf18c6f79decc7758adbb286fd14d363f10e5db2b0b2a9e492b.json,2026-09-08T09:39:59.807202+00:00,true,true,true,true,true
doi:10.1177/2053168020956789,85090886303,85090886303,85090886303,10.1177/2053168020956789,Selling international law enforcement: Elite justifications and public values,2020,Research and Politics,21100865122,57193281350|57191577753,57193281350,57191577753,true,2,,private/cache/search/4687ce5e26cdfdf18c6f79decc7758adbb286fd14d363f10e5db2b0b2a9e492b.json,2026-09-08T09:39:59.807202+00:00,true,true,true,true,true
doi:10.1177/2053168020959859,85091790348,85091790348,85091790348,10.1177/2053168020959859,"Conspiracy theories, election rigging, and support for democratic norms",2020,Research and Politics,21100865122,7004417196|57215043540,7004417196,57215043540,true,2,,private/cache/search/f775e512bdd2cca42979974a8e3fefe46ddbebbb8b12133e33f6b91ea61c05d9.json,2026-09-08T09:40:17.582540+00:00,true,true,true,true,true
doi:10.1177/20531680211014980,85106950513,85106950513,85106950513,10.1177/20531680211014980,The limited effects of partisan and consensus messaging in correcting science misperceptions,2021,Research and Politics,21100865122,57224093026|59782801200|57224092660|57224068297|57224073385|57224069455|57224094790|57224088490|57224095728|57224072610|57224090722|57224095632|57224089619|57224097762|35759060800,57224093026,35759060800,true,15,,private/cache/search/678e955c5e766175eebcccc06d632ffc563cd3193b3cd32f07585d2c54742b74.json,2026-09-08T09:40:28.423845+00:00,true,true,true,true,true
doi:10.1177/20531680211024011,85107472095,85107472095,85107472095,10.1177/20531680211024011,Why do citizens (not) support democratic innovations? The role of instrumental motivations in support for participatory budgeting,2021,Research and Politics,21100865122,56678659300|56256131200,56678659300,56256131200,true,2,,private/cache/search/92c7162860a0aec9745ad84d6444578bee272f3f2b7ee476c5602216356b8eda.json,2026-09-08T09:58:34.845603+00:00,true,true,true,true,true
doi:10.1177/20531680211050778,85118528538,85118528538,85118528538,10.1177/20531680211050778,The electoral implications of uncivil and intolerant rhetoric in American politics,2021,Research and Politics,21100865122,55136094800,55136094800,55136094800,true,1,,private/cache/search/75db9a0f0f7ce905f1e06be93390e7b09253a13209aa24191be0a8d5a0c621a8.json,2026-09-08T09:40:26.517324+00:00,true,true,true,true,true
doi:10.1177/20531680211051177,85120690634,85120690634,85120690634,10.1177/20531680211051177,Does issue framing shape support for COVID-19 lockdown measures? Evidence from a survey experiment in Peru,2021,Research and Politics,21100865122,55503996400|57200619650|57192412198,55503996400,57192412198,true,3,,private/cache/search/af69429df03a9ab0ff72091d29f33817c8c8076584e5dac2948e5fbbb30769cf.json,2026-09-08T09:39:55.034673+00:00,true,true,true,true,true
doi:10.1177/20531680211052135,85120311367,85120311367,85120311367,10.1177/20531680211052135,After the ballot box: How explicit racist appeals damage constituents views of their representation in government,2021,Research and Politics,21100865122,57203869637|36469243000,57203869637,36469243000,true,2,,private/cache/search/af69429df03a9ab0ff72091d29f33817c8c8076584e5dac2948e5fbbb30769cf.json,2026-09-08T09:39:55.034673+00:00,true,true,true,true,true
doi:10.1177/20531680211062668,85120876506,85120876506,85120876506,10.1177/20531680211062668,Do people want smarter ballots?,2021,Research and Politics,21100865122,7006126634|56719669600|57200506081,7006126634,57200506081,true,3,,private/cache/search/4a381703dfad87569bf6279f7a3b358f917d5281e46ea2d76b505e26ff22c5fc.json,2026-09-08T09:39:48.027409+00:00,true,true,true,true,true
doi:10.1177/20531680221088491,85128537230,85128537230,85128537230,10.1177/20531680221088491,Muslim bias or fear of fundamentalism? A survey experiment in five Western European democracies,2022,Research and Politics,21100865122,29067716700|57719958900|34977835400,29067716700,34977835400,true,3,,private/cache/search/ba11094557d432d489b73f2f484e2150a91df866af9a7c14a2ce1c0c700be8b5.json,2026-09-08T09:56:34.574086+00:00,true,true,true,true,true
doi:10.1177/20531680221091439,85129159055,85129159055,85129159055,10.1177/20531680221091439,Why do citizens prefer high-skilled immigrants to low-skilled immigrants? Identifying causal mechanisms of immigration preferences with a survey experiment,2022,Research and Politics,21100865122,57190216222|57196953331|55091186500,57190216222,55091186500,true,3,,private/cache/search/9c303a36d13a6862bc59019fbfc28ad438cb5aaabee90d5e50e0512933b1b2db.json,2026-09-08T09:40:24.436577+00:00,true,true,true,true,true
doi:10.1177/20531680221093433,85128583393,85128583393,85128583393,10.1177/20531680221093433,Multilateralism and public support for drone strikes,2022,Research and Politics,21100865122,55361073500|57210422496|35725744600,55361073500,35725744600,true,3,,private/cache/search/9947ae0235b2543f5a4d4eb3c705fba68815e4b23d49849bd071e0af7ee6cdd3.json,2026-09-08T09:40:22.676793+00:00,true,true,true,true,true
doi:10.1177/20531680221093440,85133919585,85133919585,85133919585,10.1177/20531680221093440,Public support for assistance for workers displaced by technology,2022,Research and Politics,21100865122,26436249500|14834656800|55603014300,26436249500,55603014300,true,3,,private/cache/search/9c303a36d13a6862bc59019fbfc28ad438cb5aaabee90d5e50e0512933b1b2db.json,2026-09-08T09:40:24.436577+00:00,true,true,true,true,true
doi:10.1177/20531680221116571,85136186412,85136186412,85136186412,10.1177/20531680221116571,The impact of emotions on polarization. Anger polarizes attitudes towards vaccine mandates and increases affective polarization,2022,Research and Politics,21100865122,57191657991|57196478042|55759974800,57191657991,55759974800,true,3,,private/cache/search/77fad22602b94b5408520eb1198891fd120821882402612a4b44c4b8adc07f56.json,2026-09-08T09:40:11.778840+00:00,true,true,true,true,true
doi:10.1177/20531680221122279,85139093351,85139093351,85139093351,10.1177/20531680221122279,Distributive politics as behavioral localism: Evidence from a vignette experiment in Hungary,2022,Research and Politics,21100865122,57202280887,57202280887,57202280887,true,1,,private/cache/search/77fad22602b94b5408520eb1198891fd120821882402612a4b44c4b8adc07f56.json,2026-09-08T09:40:11.778840+00:00,true,true,true,true,true
doi:10.1177/20531680221125723,85138752090,85138752090,85138752090,10.1177/20531680221125723,Participation incentives in a survey of international non-profit professionals,2022,Research and Politics,21100865122,57217235341|56748703000|23102878800,57217235341,23102878800,true,3,,private/cache/search/77fad22602b94b5408520eb1198891fd120821882402612a4b44c4b8adc07f56.json,2026-09-08T09:40:11.778840+00:00,true,true,true,true,true
doi:10.1177/20531680221130695,85139216162,85139216162,85139216162,10.1177/20531680221130695,Does affirming Black and Latino people as American weaken racial solidarity? A surprising “no” from two pre-registered experiments,2022,Research and Politics,21100865122,35183713000|57702967200|57702162500,35183713000,57702162500,true,3,,private/cache/search/4aa7f18c72b99a204a2b23bfe96c321a8c22b66383eb9312a8da24161c5bbdee.json,2026-09-08T09:40:00.976568+00:00,true,true,true,true,true
