queue_position,batch,scopus_id,suggested_filename,title,year,journal,doi,article_url,credited_researchers,n_credited_researchers,rationale,question,requested_evidence,openalex_id,oa_status,acquisition_status,source_url,source_sha256,identity_check,checked_at,n_attempted_urls,open_location_found,open_location_url,reason,downloaded_filename,pdf_kind
134,14,85041497842,85041497842.pdf,Do Polls Influence Opinions? Investigating Poll Feedback Loops Using the Novel Dynamic Response Feedback Experimental Procedure,2018,Social Science Computer Review,10.1177/0894439317731721,https://doi.org/10.1177/0894439317731721,Sveinung Arnesen,1,Probability online panel without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2757831610,hybrid,manual_download_needed,,,,2026-09-09T12:54:41.579510+00:00,3,true,https://journals.sagepub.com/doi/pdf/10.1177/0894439317731721,"Open location indexed, but no verified PDF could be downloaded automatically",,
135,14,85084494184,85084494184.pdf,Service professionals' response to volunteer involvement in service production,2020,Journal of Public Administration Research and Theory,10.1093/jopart/muz028,https://doi.org/10.1093/jopart/muz028,Mette Kjærgaard Thomsen,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2981046268,hybrid,manual_download_needed,,,,2026-09-09T12:54:41.581427+00:00,1,true,https://doi.org/10.1093/jopart/muz028,"Open location indexed, but no verified PDF could be downloaded automatically",,
136,14,85151429736,85151429736.pdf,Priming citizens to think about public participation initiatives: Does it impact their view of government?,2023,Scandinavian Political Studies,10.1111/1467-9477.12246,https://doi.org/10.1111/1467-9477.12246,Mette Kjærgaard Thomsen,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4362583671,hybrid,manual_download_needed,,,,2026-09-09T12:54:41.582237+00:00,2,true,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-9477.12246,"Open location indexed, but no verified PDF could be downloaded automatically",,
137,14,105035149198,105035149198.pdf,Coproduction encouragement can backfire: evidence from randomized controlled trials,2026,International Public Management Journal,10.1080/10967494.2026.2648235,https://doi.org/10.1080/10967494.2026.2648235,Mette Kjærgaard Thomsen,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W7152570739,bronze,manual_download_needed,,,,2026-09-09T12:54:41.583260+00:00,2,true,https://www.tandfonline.com/doi/pdf/10.1080/10967494.2026.2648235?needAccess=true,"Open location indexed, but no verified PDF could be downloaded automatically",,
138,14,85048745799,85048745799.pdf,Exploring the difference in participants’ factual knowledge between online and in-person survey modes,2016,Research and Politics,10.1177/2053168016654326,https://doi.org/10.1177/2053168016654326,Craig M. Burnett,1,Survey mode and factual-knowledge comparisons do not locate the participants.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2421496870,gold,manual_download_needed,,,,2026-09-09T12:54:41.584372+00:00,3,true,https://journals.sagepub.com/doi/pdf/10.1177/2053168016654326,"Open location indexed, but no verified PDF could be downloaded automatically",,
139,14,85095133927,85095133927.pdf,When Is Retaliation Respected? Status and Vengefulness in Intergroup and Interpersonal Contexts,2020,Socius,10.1177/2378023120967199,https://doi.org/10.1177/2378023120967199,Long Doan,1,The online conflict-status experiments do not locate their respondents.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3097083684,gold,manual_download_needed,,,,2026-09-09T12:54:41.585743+00:00,7,true,https://journals.sagepub.com/doi/pdf/10.1177/2378023120967199,"Open location indexed, but no verified PDF could be downloaded automatically",,
140,14,85143607111,85143607111.pdf,Can Light Contact with the Police Motivate Political Participation? Evidence from Traffic Stops,2022,Journal of Race Ethnicity and Politics,10.1017/rep.2022.18,https://doi.org/10.1017/rep.2022.18,Leah Christiani,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4292615702,closed,manual_download_needed,,,,2026-09-09T12:54:41.593445+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
141,15,85135349631,85135349631.pdf,You and Whose Army? How Civilian Leaders Leverage the Military’s Prestige to Shape Public Opinion,2022,Journal of Politics,10.1086/718355,https://doi.org/10.1086/718355,Sarah R. Maxey,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3215023791,closed,manual_download_needed,,,,2026-09-09T12:54:41.594037+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
142,15,85177488077,85177488077.pdf,How membership in the North Atlantic Treaty Organization transforms public support for war,2023,Pnas Nexus,10.1093/pnasnexus/pgad206,https://doi.org/10.1093/pnasnexus/pgad206,Michael Tomz,1,Thirteen NATO member countries are not listed; US participation cannot be assumed.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4383216111,gold,manual_download_needed,,,,2026-09-09T12:54:41.594718+00:00,6,true,https://academic.oup.com/pnasnexus/article-pdf/2/7/pgad206/50789652/pgad206.pdf,"Open location indexed, but no verified PDF could be downloaded automatically",,
143,15,105010718991,105010718991.pdf,Good Enough? Public Perceptions of Success in Military Interventions,2025,International Studies Quarterly,10.1093/isq/sqaf051,https://doi.org/10.1093/isq/sqaf051,Sarah R. Maxey,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4412093043,closed,manual_download_needed,,,,2026-09-09T12:54:41.604202+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
144,15,84943355793,84943355793.pdf,Backing Out or Backing In? Commitment and Consistency in Audience Costs Theory,2015,American Journal of Political Science,10.1111/ajps.12197,https://doi.org/10.1111/ajps.12197,Geoffrey P. R. Wallace,1,Audience costs and an unnamed president do not establish participant country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W1760510035,closed,manual_download_needed,,,,2026-09-09T12:54:41.605090+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
145,15,85172898837,85172898837.pdf,Public Support for Professional Legislatures,2023,State Politics and Policy Quarterly,10.1017/spq.2023.6,https://doi.org/10.1017/spq.2023.6,Kaylyn Jackson Schiff,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4366292968,hybrid,downloaded_open_copy,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/2FDA886A16A801687CFFF5154C36B401/S1532440023000063a.pdf/div-class-title-public-support-for-professional-legislatures-div.pdf,0667fb8546a75e445b6e51c87a5208c378d7c67735391a813a7c017a81679b2f,title_match_in_first_three_pages,2026-09-09T12:48:17.465976+00:00,1,true,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/2FDA886A16A801687CFFF5154C36B401/S1532440023000063a.pdf/div-class-title-public-support-for-professional-legislatures-div.pdf,PDF acquired; geography review pending,85172898837.pdf,article_or_manuscript
146,15,105000168854,105000168854.pdf,Assessing the Impact of Informational Interventions on Perceptions of School Quality,2025,American Educational Research Journal,10.3102/00028312251315740,https://doi.org/10.3102/00028312251315740,Kaylyn Jackson Schiff,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4408409749,closed,manual_download_needed,,,,2026-09-09T12:54:41.606941+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
147,15,105015105489,105015105489.pdf,Does civilian oversight impact police legitimacy?,2025,Pnas Nexus,10.1093/pnasnexus/pgaf267,https://doi.org/10.1093/pnasnexus/pgaf267,Kaylyn Jackson Schiff,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4413400122,gold,manual_download_needed,,,,2026-09-09T12:54:41.607711+00:00,5,true,https://academic.oup.com/pnasnexus/advance-article-pdf/doi/10.1093/pnasnexus/pgaf267/64099368/pgaf267.pdf,"Open location indexed, but no verified PDF could be downloaded automatically",,
148,15,84929260244,84929260244.pdf,How Not to Increase Participation in Local Government: The Advantages of Experiments When Testing Policy Interventions,2016,Public Administration Review,10.1111/puar.12387,https://doi.org/10.1111/puar.12387,Daniel M. Butler,1,Local government experiment without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2095770372,closed,manual_download_needed,,,,2026-09-09T12:54:41.618859+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
149,15,84938501817,84938501817.pdf,How Politicians Discount the Opinions of Constituents with Whom They Disagree,2016,American Journal of Political Science,10.1111/ajps.12206,https://doi.org/10.1111/ajps.12206,Daniel M. Butler,1,State and local officials without named country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2167112069,closed,manual_download_needed,,,,2026-09-09T12:54:41.619439+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
150,15,84944081200,84944081200.pdf,Uncovering the circumstances of performance information use findings from an experiment,2016,Public Performance and Management Review,10.1080/15309576.2016.1071160,https://doi.org/10.1080/15309576.2016.1071160,Donald P. Moynihan,1,Budget scenarios without sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2164794325,closed,manual_download_needed,,,,2026-09-09T12:54:41.620014+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
151,16,84992092827,84992092827.pdf,Recruitment and Perceptions of Gender Bias in Party Leader Support,2016,Political Research Quarterly,10.1177/1065912916668412,https://doi.org/10.1177/1065912916668412,Daniel M. Butler,1,Municipal officeholders without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2519441817,closed,manual_download_needed,,,,2026-09-09T12:54:41.620786+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
152,16,85019676280,85019676280.pdf,How do politicians attribute bureaucratic responsibility for performance? Negativity bias and interest group advocacy,2017,Journal of Public Administration Research and Theory,10.1093/jopart/muw060,https://doi.org/10.1093/jopart/muw060,Donald P. Moynihan,1,Elected officials without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2519696639,green,manual_download_needed,,,,2026-09-09T12:54:41.621471+00:00,2,true,https://jpart.oxfordjournals.org/content/early/2016/10/17/jopart.muw060.abstract,"Open location indexed, but no verified PDF could be downloaded automatically",,
153,16,85064259638,85064259638.pdf,"Partisan Alignment, Performance, and Citizen Approval of Political Actors",2019,American Politics Research,10.1177/1532673X19835780,https://doi.org/10.1177/1532673X19835780,Susan M. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2940225551,closed,manual_download_needed,,,,2026-09-09T12:54:41.626030+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
154,16,85066842117,85066842117.pdf,"Backing up, not backing down: Mitigating audience costs through policy substitution",2019,Journal of Peace Research,10.1177/0022343319832641,https://doi.org/10.1177/0022343319832641,Erik Lin-Greenberg,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2946974864,closed,manual_download_needed,,,,2026-09-09T12:54:41.626571+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
155,16,85100751141,85100751141.pdf,Private Eyes in the Sky: Emerging Technology and the Political Consequences of Eroding Government Secrecy,2021,Journal of Conflict Resolution,10.1177/0022002720987285,https://doi.org/10.1177/0022002720987285,Erik Lin-Greenberg,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3122695893,green,manual_download_needed,,,,2026-09-09T12:54:41.627055+00:00,3,true,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3745737,"Open location indexed, but no verified PDF could be downloaded automatically",,
156,16,85101177545,85101177545.pdf,Can Elites Escape Blame by Explaining Themselves? Suspicion and the Limits of Elite Explanations,2022,British Journal of Political Science,10.1017/S000712342000071X,https://doi.org/10.1017/S000712342000071X,Joshua Robison,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3130685343,hybrid,downloaded_open_copy,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/491AED536795BE092829A33B16D23B57/S000712342000071Xa.pdf/div-class-title-can-elites-escape-blame-by-explaining-themselves-suspicion-and-the-limits-of-elite-explanations-div.pdf,fc8f7f0792525e4afeefde716b368e58f7c75c55bc3bd3220d5d89964852972f,title_match_in_first_three_pages,2026-09-09T12:48:25.214673+00:00,1,true,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/491AED536795BE092829A33B16D23B57/S000712342000071Xa.pdf/div-class-title-can-elites-escape-blame-by-explaining-themselves-suspicion-and-the-limits-of-elite-explanations-div.pdf,PDF acquired; geography review pending,85101177545.pdf,article_or_manuscript
157,16,85127205226,85127205226.pdf,Representative Bureaucracy and Attitudes Toward Automated Decision Making,2021,Journal of Public Administration Research and Theory,10.1093/jopart/muaa019,https://doi.org/10.1093/jopart/muaa019,Susan M. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3028796363,closed,manual_download_needed,,,,2026-09-09T12:54:41.629693+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
158,16,85129722512,85129722512.pdf,Partisan Influence in Suspicious Times,2022,Journal of Politics,10.1086/717085,https://doi.org/10.1086/717085,Joshua Robison,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3198096854,green,downloaded_open_copy,https://scholarlypublications.universiteitleiden.nl/access/item%3A3264112/view,b82fe0078d80d4857c2398288c51f7fbb15246e135d41bcb9190d05b6155c0ec,title_match_in_first_three_pages,2026-09-09T12:48:25.366110+00:00,2,true,http://hdl.handle.net/1887/3264111,PDF acquired; geography review pending,85129722512.pdf,article_or_manuscript
159,16,85131596715,85131596715.pdf,Wargame of Drones: Remotely Piloted Aircraft and Crisis Escalation,2022,Journal of Conflict Resolution,10.1177/00220027221106960,https://doi.org/10.1177/00220027221106960,Erik Lin-Greenberg,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3096863401,green,downloaded_open_copy,https://dspace.mit.edu/bitstreams/ff8cc981-0616-446a-ad87-1c838d1aff45/download,94092ab4b8a1ea13cb5fb9c6660241b0657045005df96af9401b0963ba0fbd21,title_match_in_first_three_pages,2026-09-09T12:48:26.292969+00:00,2,true,https://hdl.handle.net/1721.1/148674,PDF acquired; geography review pending,85131596715.pdf,article_or_manuscript
160,16,85137333494,85137333494.pdf,The effect of human versus automated interaction on willingness to participate in government programs: The role of representation,2023,Public Administration,10.1111/padm.12879,https://doi.org/10.1111/padm.12879,Susan M. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4286001705,closed,manual_download_needed,,,,2026-09-09T12:54:41.632945+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
161,17,85147286875,85147286875.pdf,Responding to Uncertainty: The Importance of Covertness in Support for Retaliation to Cyber and Kinetic Attacks,2023,Journal of Conflict Resolution,10.1177/00220027231153580,https://doi.org/10.1177/00220027231153580,Lauren Sukin,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4318774851,green,manual_download_needed,,,,2026-09-09T12:54:41.633348+00:00,2,true,https://eprints.lse.ac.uk/117916/1/Sulkin_responding_to_uncertainty_published.pdf,"Open location indexed, but no verified PDF could be downloaded automatically",,
162,17,85162955443,85162955443.pdf,"Doing Good Work in a Crisis: Views of Pay and the COVID-19 Pandemic in the Public, Nonprofit, and For-Profit Sectors",2024,Review of Public Personnel Administration,10.1177/0734371X231162028,https://doi.org/10.1177/0734371X231162028,Susan M. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4378533128,green,manual_download_needed,,,,2026-09-09T12:54:41.634459+00:00,4,true,https://pmc.ncbi.nlm.nih.gov/articles/PMC10225797/pdf/10.1177_0734371X231162028.pdf,"Open location indexed, but no verified PDF could be downloaded automatically",,
163,17,85208237881,85208237881.pdf,Is a Picture Worth 280 Characters?: Contextually Realistic Graphics vs. Plain Text in Survey Experiments,2025,Journal of Experimental Political Science,10.1017/XPS.2024.10,https://doi.org/10.1017/XPS.2024.10,Erik Lin-Greenberg,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4403873139,gold,downloaded_open_copy,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/29C7A3012BFB443057F034A49414E393/S2052263024000101a.pdf/is-a-picture-worth-280-characters-contextually-realistic-graphics-vs-plain-text-in-survey-experiments.pdf,3e93f4eeb10ec41e9a4b57d7d96a4a1d8e99af73359d1132fabd6abcdd731202,title_match_in_first_three_pages,2026-09-09T12:48:31.874788+00:00,2,true,https://doi.org/10.1017/xps.2024.10,PDF acquired; geography review pending,85208237881.pdf,article_or_manuscript
164,17,105018094455,105018094455.pdf,Motivated reasoning and policy information: politicians are more resistant to debiasing interventions than the general public,2024,Behavioural Public Policy,10.1017/bpp.2020.50,https://doi.org/10.1017/bpp.2020.50,Donald P. Moynihan,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3107511400,hybrid,downloaded_open_copy,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A3126372516F291CDEA12772425E4FA2/S2398063X20000500a.pdf/div-class-title-motivated-reasoning-and-policy-information-politicians-are-more-resistant-to-debiasing-interventions-than-the-general-public-div.pdf,061e91290ef6c4d43f3adf567d94f7088310a3d9968f6e2e56c38ccecefe5d54,title_match_in_first_three_pages,2026-09-09T12:48:33.287864+00:00,1,true,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A3126372516F291CDEA12772425E4FA2/S2398063X20000500a.pdf/div-class-title-motivated-reasoning-and-policy-information-politicians-are-more-resistant-to-debiasing-interventions-than-the-general-public-div.pdf,PDF acquired; geography review pending,105018094455.pdf,article_or_manuscript
165,17,105038401018,105038401018.pdf,How the experience of administrative burdens affects clients’ psychological well-being: the role of negativity bias,2026,Journal of Public Administration Research and Theory,10.1093/jopart/muag004,https://doi.org/10.1093/jopart/muag004,Donald P. Moynihan,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W7128702857,closed,manual_download_needed,,,,2026-09-09T12:54:41.727267+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
166,17,84946492047,84946492047.pdf,An Experimental Approach to Economic Voting,2015,Political Behavior,10.1007/s11109-015-9303-y,https://doi.org/10.1007/s11109-015-9303-y,Gábor Simonovits,1,An unnamed president and economic voting do not identify the country of the samples.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2032462061,closed,manual_download_needed,,,,2026-09-09T12:54:41.727830+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
167,17,85106176160,85106176160.pdf,Pass the buck or the buck stops here? The public costs of claiming and deflecting blame in managing crises,2022,Journal of Public Policy,10.1017/S0143814X21000039,https://doi.org/10.1017/S0143814X21000039,David R. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3163489860,closed,manual_download_needed,,,,2026-09-09T12:54:41.728272+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
168,17,85126450365,85126450365.pdf,Attitudes Toward Delegation to Presidential Commissions,2017,Presidential Studies Quarterly,10.1111/psq.12393,https://doi.org/10.1111/psq.12393,David R. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2726385850,closed,manual_download_needed,,,,2026-09-09T12:54:41.728967+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
169,17,85149816643,85149816643.pdf,Your Honor's Misdeeds: The Consequences of Judicial Scandal on Specific and Diffuse Support,2023,PS Political Science and Politics,10.1017/S104909652200138X,https://doi.org/10.1017/S104909652200138X,David R. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4315782520,hybrid,downloaded_open_copy,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5CDA6C8310E01A1E1FFCF66A60C05ADD/S104909652200138Xa.pdf/div-class-title-your-honor-s-misdeeds-the-consequences-of-judicial-scandal-on-specific-and-diffuse-support-div.pdf,9da4b81ed051e7faf9df2f54f5030eacdc576d7973cb269bdfe14d3e90edd62d,title_match_in_first_three_pages,2026-09-09T12:48:34.176661+00:00,1,true,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5CDA6C8310E01A1E1FFCF66A60C05ADD/S104909652200138Xa.pdf/div-class-title-your-honor-s-misdeeds-the-consequences-of-judicial-scandal-on-specific-and-diffuse-support-div.pdf,PDF acquired; geography review pending,85149816643.pdf,article_or_manuscript
170,17,85212059156,85212059156.pdf,Preferential abstention in conjoint experiments,2024,Research and Politics,10.1177/20531680241299329,https://doi.org/10.1177/20531680241299329,David R. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4405506258,gold,manual_download_needed,,,,2026-09-09T12:54:41.730448+00:00,2,true,https://doi.org/10.1177/20531680241299329,"Open location indexed, but no verified PDF could be downloaded automatically",,
171,18,105019368716,105019368716.pdf,"Partisanship, expertise, or connections? A conjoint survey experiment on lobbyist hiring decisions",2025,Journal of Law Economics and Organization,10.1093/jleo/ewae013,https://doi.org/10.1093/jleo/ewae013,David R. Miller,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4402099446,closed,manual_download_needed,,,,2026-09-09T12:54:41.731474+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
172,18,85126369047,85126369047.pdf,Relative Gains in the Shadow of a Trade War,2022,International Organization,10.1017/S0020818322000030,https://doi.org/10.1017/S0020818322000030,Kai Quek,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4214905599,hybrid,downloaded_open_copy,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/69116FB63B32F1A174893DFEC239FEC8/S0020818322000030a.pdf/div-class-title-relative-gains-in-the-shadow-of-a-trade-war-div.pdf,7931e8009ae256cef6d20f9866681db499b58e2dca2aa59d08d7b9b9ad128cb7,title_match_in_first_three_pages,2026-09-09T12:48:35.817390+00:00,1,true,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/69116FB63B32F1A174893DFEC239FEC8/S0020818322000030a.pdf/div-class-title-relative-gains-in-the-shadow-of-a-trade-war-div.pdf,PDF acquired; geography review pending,85126369047.pdf,article_or_manuscript
173,18,85075374121,85075374121.pdf,"Different Order, Different Results? The Effects of Dimension Order in Factorial Survey Experiments",2020,Field Methods,10.1177/1525822X19886827,https://doi.org/10.1177/1525822X19886827,Thomas Hinz,1,The register sample's country is unspecified.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2990168959,green,downloaded_open_copy,https://kops.uni-konstanz.de/server/api/core/bitstreams/48b5db51-1acd-4359-a1af-de0b69695d2f/content,90310a4aa424368b6aea1b1dabd9144dc5dc5e7aa17dfbf91515eba023d59cdb,doi_and_title_words_match_in_first_three_pages,2026-09-09T12:48:37.331738+00:00,1,true,https://kops.uni-konstanz.de/server/api/core/bitstreams/48b5db51-1acd-4359-a1af-de0b69695d2f/content,PDF acquired; geography review pending,85075374121.pdf,article_or_manuscript
174,18,85122479991,85122479991.pdf,The Hostile Mediator Phenomenon,2021,Public Opinion Quarterly,10.1093/poq/nfab035,https://doi.org/10.1093/poq/nfab035,Omer Yair,1,US-related observational findings and Israeli studies are reported; the abstract does not identify where the embedded experiment was conducted.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W3206341724,closed,manual_download_needed,,,,2026-09-09T12:54:41.734108+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
175,18,85156243509,85156243509.pdf,"Puzzling Answers to Crosswise Questions: Examining Overall Prevalence Rates, Response Order Effects, and Learning Effects",2023,Survey Research Methods,10.18148/srm/2023.v17i1.8010,https://doi.org/10.18148/srm/2023.v17i1.8010,Thomas Hinz,1,The general-population survey's country is unspecified.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",,unknown,manual_download_needed,,,,2026-09-09T12:54:41.734681+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
176,18,85052006071,85052006071.pdf,How Communicating Misleading Information Dilutes Public Understanding of Weight Loss Mechanisms,2019,Health Communication,10.1080/10410236.2018.1504656,https://doi.org/10.1080/10410236.2018.1504656,John Gastil,1,National nutrition sample without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2886138620,closed,manual_download_needed,,,,2026-09-09T12:54:41.735323+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
177,18,85065670412,85065670412.pdf,Tracing the Boundaries of Motivated Reasoning: How Deliberative Minipublics Can Improve Voter Knowledge,2020,Political Psychology,10.1111/pops.12591,https://doi.org/10.1111/pops.12591,John Gastil,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W2944387609,closed,manual_download_needed,,,,2026-09-09T12:54:41.736009+00:00,0,false,,No open location found in the checked metadata; manual search or institutional access may succeed,,
178,18,105024003881,105024003881.pdf,Who Learns from Deliberative Minipublics? Identity-Based Differences in Knowledge Gains across Thirteen Citizens’ Initiative Review Experiments,2025,Sociological Science,10.15195/v12.a17,https://doi.org/10.15195/v12.a17,John Gastil,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",https://openalex.org/W4411407787,gold,downloaded_open_copy,https://sociologicalscience.com/download/vol_12/june/SocSci_v12_388to408.pdf,1b32e6e4540a0edd9c9735e3222f82ee886d0a7b672e17ce253d58f0c496b0ec,title_match_in_first_three_pages,2026-09-09T12:50:23.337546+00:00,2,true,https://doi.org/10.15195/v12.a17,PDF acquired; geography review pending,105024003881.pdf,article_or_manuscript
